record_type,N,seed,scenario,method,operation_mode,epsilon_ratio,epsilon_pct,epsilon_label,epsilon_abs,baseline_pool_size,full_column_pool_size,baseline_pool_complete,used_full_pool_small,enriched_pool_size,columns_added,columns_by_mode_added,Z_baseline_IRMP,Z_enriched_IRMP,improvement_pct,baseline_internal_gap,enriched_internal_gap,lp_lower_bound,solutions_identical,n_vessels_changed,changed_vessels,mode_distribution_baseline,mode_distribution_enriched,cost_energy_baseline,cost_delay_baseline,cost_energy_enriched,cost_delay_enriched,baseline_lp_status,baseline_ip_status,enriched_lp_status,enriched_ip_status,baseline_success,enriched_success,Z_MILP_exact,gap_baseline_vs_MILP,gap_enriched_vs_MILP,added_cols_SP,added_cols_BS,added_cols_AE
enriched,20,4,U,cg,simops,0.01,1.0,1.0pct,250.50129812979375,6471,6471,True,True,6471,0,"{'SP': 0, 'BS': 0, 'AE': 0}",25050.129812979376,25050.129812979376,0.0,0.09080154250996804,0.09080154250996804,25027.404543603574,True,0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}","{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25050.129812979376,0.0,25050.129812979376,0.0,Optimal,Optimal,Optimal,Optimal,True,True,25050.129812979376,0.0,0.0,0.0,0.0,0.0
enriched,20,4,U,cg,simops,0.02,2.0,2.0pct,501.0025962595875,6471,6471,True,True,6471,0,"{'SP': 0, 'BS': 0, 'AE': 0}",25050.129812979376,25050.129812979376,0.0,0.09080154250996804,0.09080154250996804,25027.404543603574,True,0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}","{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25050.129812979376,0.0,25050.129812979376,0.0,Optimal,Optimal,Optimal,Optimal,True,True,25050.129812979376,0.0,0.0,0.0,0.0,0.0
enriched,20,5,U,cg,simops,0.005,0.5,0.5pct,111.29932511012245,7505,7505,True,True,7505,0,"{'SP': 0, 'BS': 0, 'AE': 0}",22259.86502202449,22259.86502202449,0.0,0.006441031425471124,0.006441031425471124,22258.431349466453,True,0,[],"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}","{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,Optimal,Optimal,Optimal,Optimal,True,True,22259.86502202449,0.0,0.0,0.0,0.0,0.0
enriched,20,5,U,cg,simops,0.01,1.0,1.0pct,222.5986502202449,7505,7505,True,True,7505,0,"{'SP': 0, 'BS': 0, 'AE': 0}",22259.86502202449,22259.86502202449,0.0,0.006441031425471124,0.006441031425471124,22258.431349466453,True,0,[],"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}","{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,Optimal,Optimal,Optimal,Optimal,True,True,22259.86502202449,0.0,0.0,0.0,0.0,0.0
enriched,20,5,U,cg,simops,0.02,2.0,2.0pct,445.1973004404898,7505,7505,True,True,7505,0,"{'SP': 0, 'BS': 0, 'AE': 0}",22259.86502202449,22259.86502202449,0.0,0.006441031425471124,0.006441031425471124,22258.431349466453,True,0,[],"{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}","{'SP': 0.65, 'BS': 0.35, 'AE': 0.0}",22259.86502202449,0.0,22259.86502202449,0.0,Optimal,Optimal,Optimal,Optimal,True,True,22259.86502202449,0.0,0.0,0.0,0.0,0.0
enriched,20,6,U,cg,simops,0.005,0.5,0.5pct,120.64377188739185,6432,6432,True,True,6432,0,"{'SP': 0, 'BS': 0, 'AE': 0}",24128.75437747837,24128.75437747837,0.0,0.0793357650865651,0.0793357650865651,24109.626820580746,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,Optimal,Optimal,Optimal,Optimal,True,True,24128.75437747837,0.0,0.0,0.0,0.0,0.0
enriched,20,6,U,cg,simops,0.01,1.0,1.0pct,241.2875437747837,6432,6432,True,True,6432,0,"{'SP': 0, 'BS': 0, 'AE': 0}",24128.75437747837,24128.75437747837,0.0,0.0793357650865651,0.0793357650865651,24109.626820580746,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,Optimal,Optimal,Optimal,Optimal,True,True,24128.75437747837,0.0,0.0,0.0,0.0,0.0
enriched,20,6,U,cg,simops,0.02,2.0,2.0pct,482.5750875495674,6432,6432,True,True,6432,0,"{'SP': 0, 'BS': 0, 'AE': 0}",24128.75437747837,24128.75437747837,0.0,0.0793357650865651,0.0793357650865651,24109.626820580746,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24128.75437747837,0.0,24128.75437747837,0.0,Optimal,Optimal,Optimal,Optimal,True,True,24128.75437747837,0.0,0.0,0.0,0.0,0.0
enriched,20,7,U,cg,simops,0.005,0.5,0.5pct,108.38846084547927,6552,6552,True,True,6552,0,"{'SP': 0, 'BS': 0, 'AE': 0}",21677.692169095855,21677.692169095855,0.0,0.15930290753567408,0.15930290753567408,21643.21390006888,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.692169095855,0.0,Optimal,Optimal,Optimal,Optimal,True,True,21677.69216909585,1.678213150511514e-14,1.678213150511514e-14,0.0,0.0,0.0
enriched,20,7,U,cg,simops,0.01,1.0,1.0pct,216.77692169095855,6552,6552,True,True,6552,0,"{'SP': 0, 'BS': 0, 'AE': 0}",21677.692169095855,21677.692169095855,0.0,0.15930290753567408,0.15930290753567408,21643.21390006888,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.692169095855,0.0,Optimal,Optimal,Optimal,Optimal,True,True,21677.69216909585,1.678213150511514e-14,1.678213150511514e-14,0.0,0.0,0.0
enriched,20,7,U,cg,simops,0.02,2.0,2.0pct,433.5538433819171,6552,6552,True,True,6552,0,"{'SP': 0, 'BS': 0, 'AE': 0}",21677.692169095855,21677.692169095855,0.0,0.15930290753567408,0.15930290753567408,21643.21390006888,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",21677.692169095855,0.0,21677.692169095855,0.0,Optimal,Optimal,Optimal,Optimal,True,True,21677.69216909585,1.678213150511514e-14,1.678213150511514e-14,0.0,0.0,0.0
enriched,20,8,U,cg,simops,0.005,0.5,0.5pct,120.12713048129962,6904,6904,True,True,6904,0,"{'SP': 0, 'BS': 0, 'AE': 0}",24025.426096259922,24025.426096259922,0.0,0.01252724037676374,0.01252724037676374,24022.416750369295,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.426096259922,0.0,Optimal,Optimal,Optimal,Optimal,True,True,24025.42609625992,1.5142203066517282e-14,1.5142203066517282e-14,0.0,0.0,0.0
enriched,20,8,U,cg,simops,0.01,1.0,1.0pct,240.25426096259923,6904,6904,True,True,6904,0,"{'SP': 0, 'BS': 0, 'AE': 0}",24025.426096259922,24025.426096259922,0.0,0.01252724037676374,0.01252724037676374,24022.416750369295,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.426096259922,0.0,Optimal,Optimal,Optimal,Optimal,True,True,24025.42609625992,1.5142203066517282e-14,1.5142203066517282e-14,0.0,0.0,0.0
enriched,20,8,U,cg,simops,0.02,2.0,2.0pct,480.50852192519847,6904,6904,True,True,6904,0,"{'SP': 0, 'BS': 0, 'AE': 0}",24025.426096259922,24025.426096259922,0.0,0.01252724037676374,0.01252724037676374,24022.416750369295,True,0,[],"{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}","{'SP': 0.6, 'BS': 0.4, 'AE': 0.0}",24025.426096259922,0.0,24025.426096259922,0.0,Optimal,Optimal,Optimal,Optimal,True,True,24025.42609625992,1.5142203066517282e-14,1.5142203066517282e-14,0.0,0.0,0.0
enriched,20,9,U,cg,simops,0.005,0.5,0.5pct,127.80854541772422,5948,5948,True,True,5948,0,"{'SP': 0, 'BS': 0, 'AE': 0}",25561.709083544843,25561.709083544843,0.0,0.0,0.0,25561.709083544843,True,0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}","{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,Optimal,Optimal,Optimal,Optimal,True,True,25561.709083544843,0.0,0.0,0.0,0.0,0.0
enriched,20,9,U,cg,simops,0.01,1.0,1.0pct,255.61709083544844,5948,5948,True,True,5948,0,"{'SP': 0, 'BS': 0, 'AE': 0}",25561.709083544843,25561.709083544843,0.0,0.0,0.0,25561.709083544843,True,0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}","{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,Optimal,Optimal,Optimal,Optimal,True,True,25561.709083544843,0.0,0.0,0.0,0.0,0.0
enriched,20,9,U,cg,simops,0.02,2.0,2.0pct,511.2341816708969,5948,5948,True,True,5948,0,"{'SP': 0, 'BS': 0, 'AE': 0}",25561.709083544843,25561.709083544843,0.0,0.0,0.0,25561.709083544843,True,0,[],"{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}","{'SP': 0.5, 'BS': 0.5, 'AE': 0.0}",25561.709083544843,0.0,25561.709083544843,0.0,Optimal,Optimal,Optimal,Optimal,True,True,25561.709083544843,0.0,0.0,0.0,0.0,0.0
enriched,20,10,U,cg,simops,0.005,0.5,0.5pct,133.52174468030867,5239,5239,True,True,5239,0,"{'SP': 0, 'BS': 0, 'AE': 0}",26704.34893606173,26704.34893606173,0.0,0.0,0.0,26704.34893606173,True,0,[],"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}","{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",26704.34893606173,0.0,26704.34893606173,0.0,Optimal,Optimal,Optimal,Optimal,True,True,26704.34893606173,0.0,0.0,0.0,0.0,0.0
enriched,20,10,U,cg,simops,0.01,1.0,1.0pct,267.04348936061734,5239,5239,True,True,5239,0,"{'SP': 0, 'BS': 0, 'AE': 0}",26704.34893606173,26704.34893606173,0.0,0.0,0.0,26704.34893606173,True,0,[],"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}","{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",26704.34893606173,0.0,26704.34893606173,0.0,Optimal,Optimal,Optimal,Optimal,True,True,26704.34893606173,0.0,0.0,0.0,0.0,0.0
enriched,20,10,U,cg,simops,0.02,2.0,2.0pct,534.0869787212347,5239,5239,True,True,5239,0,"{'SP': 0, 'BS': 0, 'AE': 0}",26704.34893606173,26704.34893606173,0.0,0.0,0.0,26704.34893606173,True,0,[],"{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}","{'SP': 0.45, 'BS': 0.55, 'AE': 0.0}",26704.34893606173,0.0,26704.34893606173,0.0,Optimal,Optimal,Optimal,Optimal,True,True,26704.34893606173,0.0,0.0,0.0,0.0,0.0
enriched,50,1,U,cg,simops,0.005,0.5,0.5pct,402.5730904284571,17704,17704,True,True,17704,0,"{'SP': 0, 'BS': 0, 'AE': 0}",80514.61808569141,80514.61808569141,0.0,0.030841451951597078,0.030841451951597078,80489.79386459073,True,0,[],"{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}","{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}",80514.61808569141,0.0,80514.61808569141,0.0,Optimal,Optimal,Optimal,Optimal,True,True,80514.61808569141,0.0,0.0,0.0,0.0,0.0
enriched,50,1,U,cg,simops,0.01,1.0,1.0pct,805.1461808569142,17704,17704,True,True,17704,0,"{'SP': 0, 'BS': 0, 'AE': 0}",80514.61808569141,80514.61808569141,0.0,0.030841451951597078,0.030841451951597078,80489.79386459073,True,0,[],"{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}","{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}",80514.61808569141,0.0,80514.61808569141,0.0,Optimal,Optimal,Optimal,Optimal,True,True,80514.61808569141,0.0,0.0,0.0,0.0,0.0
enriched,50,1,U,cg,simops,0.02,2.0,2.0pct,1610.2923617138283,17704,17704,True,True,17704,0,"{'SP': 0, 'BS': 0, 'AE': 0}",80514.61808569141,80514.61808569141,0.0,0.030841451951597078,0.030841451951597078,80489.79386459073,True,0,[],"{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}","{'SP': 0.28, 'BS': 0.72, 'AE': 0.0}",80514.61808569141,0.0,80514.61808569141,0.0,Optimal,Optimal,Optimal,Optimal,True,True,80514.61808569141,0.0,0.0,0.0,0.0,0.0
enriched,50,2,U,cg,simops,0.005,0.5,0.5pct,428.68868671205803,19717,19717,True,True,19717,0,"{'SP': 0, 'BS': 0, 'AE': 0}",85737.73734241161,85737.73734241161,0.0,0.009363240786439547,0.009363240786439547,85729.71026321415,True,0,[],"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}","{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",85737.73734241161,0.0,85737.73734241161,0.0,Optimal,Optimal,Optimal,Optimal,True,True,85737.73734241161,0.0,0.0,0.0,0.0,0.0
enriched,50,2,U,cg,simops,0.01,1.0,1.0pct,857.3773734241161,19717,19717,True,True,19717,0,"{'SP': 0, 'BS': 0, 'AE': 0}",85737.73734241161,85737.73734241161,0.0,0.009363240786439547,0.009363240786439547,85729.71026321415,True,0,[],"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}","{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",85737.73734241161,0.0,85737.73734241161,0.0,Optimal,Optimal,Optimal,Optimal,True,True,85737.73734241161,0.0,0.0,0.0,0.0,0.0
enriched,50,2,U,cg,simops,0.02,2.0,2.0pct,1714.7547468482321,19717,19717,True,True,19717,0,"{'SP': 0, 'BS': 0, 'AE': 0}",85737.73734241161,85737.73734241161,0.0,0.009363240786439547,0.009363240786439547,85729.71026321415,True,0,[],"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}","{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",85737.73734241161,0.0,85737.73734241161,0.0,Optimal,Optimal,Optimal,Optimal,True,True,85737.73734241161,0.0,0.0,0.0,0.0,0.0
enriched,50,3,U,cg,simops,0.005,0.5,0.5pct,410.3576543732877,15663,15663,True,True,15663,0,"{'SP': 0, 'BS': 0, 'AE': 0}",82071.53087465753,82071.53087465753,0.0,8.691464394397957e-08,8.691464394397957e-08,82071.53080332535,True,0,[],"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}","{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",82071.53087465753,0.0,82071.53087465753,0.0,Optimal,Optimal,Optimal,Optimal,True,True,82071.53087465753,0.0,0.0,0.0,0.0,0.0
enriched,50,3,U,cg,simops,0.01,1.0,1.0pct,820.7153087465754,15663,15663,True,True,15663,0,"{'SP': 0, 'BS': 0, 'AE': 0}",82071.53087465753,82071.53087465753,0.0,8.691464394397957e-08,8.691464394397957e-08,82071.53080332535,True,0,[],"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}","{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",82071.53087465753,0.0,82071.53087465753,0.0,Optimal,Optimal,Optimal,Optimal,True,True,82071.53087465753,0.0,0.0,0.0,0.0,0.0
enriched,50,3,U,cg,simops,0.02,2.0,2.0pct,1641.4306174931507,15663,15663,True,True,15663,0,"{'SP': 0, 'BS': 0, 'AE': 0}",82071.53087465753,82071.53087465753,0.0,8.691464394397957e-08,8.691464394397957e-08,82071.53080332535,True,0,[],"{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}","{'SP': 0.24, 'BS': 0.76, 'AE': 0.0}",82071.53087465753,0.0,82071.53087465753,0.0,Optimal,Optimal,Optimal,Optimal,True,True,82071.53087465753,0.0,0.0,0.0,0.0,0.0
enriched,50,4,U,cg,simops,0.005,0.5,0.5pct,405.7218291650562,19364,19364,True,True,19364,0,"{'SP': 0, 'BS': 0, 'AE': 0}",81144.36583301124,81144.36583301124,0.0,0.012897405833774765,0.012897405833774765,81133.9016644448,True,0,[],"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}","{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",81144.36583301124,0.0,81144.36583301124,0.0,Optimal,Optimal,Optimal,Optimal,True,True,81144.36583301124,0.0,0.0,0.0,0.0,0.0
enriched,50,4,U,cg,simops,0.01,1.0,1.0pct,811.4436583301124,19364,19364,True,True,19364,0,"{'SP': 0, 'BS': 0, 'AE': 0}",81144.36583301124,81144.36583301124,0.0,0.012897405833774765,0.012897405833774765,81133.9016644448,True,0,[],"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}","{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",81144.36583301124,0.0,81144.36583301124,0.0,Optimal,Optimal,Optimal,Optimal,True,True,81144.36583301124,0.0,0.0,0.0,0.0,0.0
enriched,50,4,U,cg,simops,0.02,2.0,2.0pct,1622.8873166602248,19364,19364,True,True,19364,0,"{'SP': 0, 'BS': 0, 'AE': 0}",81144.36583301124,81144.36583301124,0.0,0.012897405833774765,0.012897405833774765,81133.9016644448,True,0,[],"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}","{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",81144.36583301124,0.0,81144.36583301124,0.0,Optimal,Optimal,Optimal,Optimal,True,True,81144.36583301124,0.0,0.0,0.0,0.0,0.0
enriched,50,5,U,cg,simops,0.005,0.5,0.5pct,415.6716757935135,17566,17566,True,True,17566,0,"{'SP': 0, 'BS': 0, 'AE': 0}",83134.3351587027,83134.3351587027,0.0,0.004350380563289857,0.004350380563289857,83130.71865607616,True,0,[],"{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}","{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}",83134.3351587027,0.0,83134.3351587027,0.0,Optimal,Optimal,Optimal,Optimal,True,True,83134.3351587027,0.0,0.0,0.0,0.0,0.0
enriched,50,5,U,cg,simops,0.01,1.0,1.0pct,831.343351587027,17566,17566,True,True,17566,0,"{'SP': 0, 'BS': 0, 'AE': 0}",83134.3351587027,83134.3351587027,0.0,0.004350380563289857,0.004350380563289857,83130.71865607616,True,0,[],"{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}","{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}",83134.3351587027,0.0,83134.3351587027,0.0,Optimal,Optimal,Optimal,Optimal,True,True,83134.3351587027,0.0,0.0,0.0,0.0,0.0
enriched,50,5,U,cg,simops,0.02,2.0,2.0pct,1662.686703174054,17566,17566,True,True,17566,0,"{'SP': 0, 'BS': 0, 'AE': 0}",83134.3351587027,83134.3351587027,0.0,0.004350380563289857,0.004350380563289857,83130.71865607616,True,0,[],"{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}","{'SP': 0.22, 'BS': 0.78, 'AE': 0.0}",83134.3351587027,0.0,83134.3351587027,0.0,Optimal,Optimal,Optimal,Optimal,True,True,83134.3351587027,0.0,0.0,0.0,0.0,0.0
enriched,50,6,U,cg,simops,0.005,0.5,0.5pct,419.735184198137,18685,18685,True,True,18685,0,"{'SP': 0, 'BS': 0, 'AE': 0}",83947.0368396274,83947.0368396274,0.0,0.005568096049421171,0.005568096049421171,83942.36284823786,True,0,[],"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}","{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",83947.0368396274,0.0,83947.0368396274,0.0,Optimal,Optimal,Optimal,Optimal,True,True,83947.0368396274,0.0,0.0,0.0,0.0,0.0
enriched,50,6,U,cg,simops,0.01,1.0,1.0pct,839.470368396274,18685,18685,True,True,18685,0,"{'SP': 0, 'BS': 0, 'AE': 0}",83947.0368396274,83947.0368396274,0.0,0.005568096049421171,0.005568096049421171,83942.36284823786,True,0,[],"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}","{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",83947.0368396274,0.0,83947.0368396274,0.0,Optimal,Optimal,Optimal,Optimal,True,True,83947.0368396274,0.0,0.0,0.0,0.0,0.0
enriched,50,6,U,cg,simops,0.02,2.0,2.0pct,1678.940736792548,18685,18685,True,True,18685,0,"{'SP': 0, 'BS': 0, 'AE': 0}",83947.0368396274,83947.0368396274,0.0,0.005568096049421171,0.005568096049421171,83942.36284823786,True,0,[],"{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}","{'SP': 0.26, 'BS': 0.74, 'AE': 0.0}",83947.0368396274,0.0,83947.0368396274,0.0,Optimal,Optimal,Optimal,Optimal,True,True,83947.0368396274,0.0,0.0,0.0,0.0,0.0
